0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0.59793156,0.63246924,0.6148332,0.6090914,0.43843034,0.6693158,0.54534256,0.63517445,0.5308332,0.68468064,0.9999999,0.6148722,0.46816638,0.6342749,0.5157648,0.64653504,0.59624296,0.62825644,0.6980454,0.6000867,0.5728834,0.6757248,0.6809332,0.6636682,0.661126,0.66734415,0.68057036,0.60080844,0.6667685,0.6841877,0.6855898,0.6855898,0.5845192,0.49057302,0.70372236,0.65849805,0.4867407,0.48731294,0.6035579,0.70814234,0.5367483,0.6225494,0.6689946,0.68431354,0.63451713,0.5473176,0.5103691,0.56665814,0.5120454,0.62387276,0.60221803,0.5598221,0.5020917,0.56710553,0.58953136,0.5340479,0.5544612,0.63179266,0.49375466,0.5914688,0.6272732,0.53128844,0.48015374,0.5085084,0.46338046,0.42976367,0.46759227,0.4775709,0.5426571,0.58862907,0.51486576,0.5238951,0.50082564,0.5538001,0.54708755,0.5884219,0.56502706,0.6214224,0.61770624,0.6825825,0.54748315,0.4655,0.6309032,0.5285119,0.51767194,0.5370267,0.40905645,0.5407785,0.5340384,0.51669496,0.55427736,0.55863816,0.5552773,0.4861337
0.61931145,0.56656814,0.6928877,0.69660056,0.5785813,0.6002781,0.56835794,0.682693,0.537583,0.70890975,0.6148722,1.0000002,0.60601443,0.7071377,0.4622392,0.5716152,0.66143113,0.6518669,0.70871276,0.69745064,0.6233485,0.6785578,0.6325216,0.6255291,0.60971665,0.618346,0.6820696,0.6697377,0.6878741,0.6810395,0.671921,0.671921,0.6494434,0.52860093,0.6330658,0.679906,0.41852343,0.41575977,0.6931569,0.729864,0.67718464,0.595352,0.62504035,0.65667456,0.56842405,0.631085,0.50905067,0.500133,0.49034363,0.6152873,0.56791246,0.5654129,0.46740904,0.5542247,0.6545691,0.5181235,0.5979955,0.50579876,0.54223365,0.5690611,0.5912723,0.52539754,0.4694856,0.5243233,0.5039718,0.42030534,0.43976057,0.35709095,0.51454514,0.5359485,0.49770695,0.50246567,0.5188708,0.50801754,0.45675483,0.5127744,0.4821362,0.5198839,0.516873,0.5567596,0.53923506,0.5516618,0.58659047,0.4961815,0.46034837,0.5498065,0.49238184,0.5033786,0.49410346,0.5212789,0.5121707,0.5728545,0.57938063,0.5071344
0.5037558,0.5903973,0.6474491,0.6633172,0.5230297,0.49414477,0.39256272,0.5693064,0.42632264,0.5652837,0.46816638,0.60601443,0.9999998,0.6635931,0.43378758,0.6032899,0.5034301,0.52104366,0.5824526,0.5505835,0.5256279,0.56560034,0.5691298,0.562111,0.519311,0.4996007,0.55267894,0.53671837,0.5829946,0.5372383,0.5543934,0.5543934,0.53833586,0.45413378,0.465374,0.6113161,0.30798185,0.30704454,0.551807,0.5362312,0.49819827,0.48043007,0.46899545,0.5955292,0.50822425,0.48195735,0.31170464,0.3812874,0.36711863,0.48128906,0.42938808,0.44823772,0.34283105,0.49487764,0.4929116,0.39950883,0.45320526,0.33100903,0.43647316,0.38343176,0.43918917,0.39232185,0.31945434,0.3078581,0.4237415,0.29206273,0.37046236,0.37303913,0.40155563,0.389721,0.3045588,0.40808198,0.39557743,0.42340603,0.37934968,0.3978395,0.42264053,0.37262216,0.36833403,0.43892106,0.35755485,0.41384363,0.4597762,0.37816373,0.34187767,0.40813693,0.44400373,0.34183872,0.4172958,0.3717238,0.39884782,0.45057282,0.497668,0.44391444
0.66740155,0.6199072,0.69913965,0.6965604,0.5572039,0.6724875,0.63438606,0.7309007,0.5502069,0.7083594,0.6342749,0.7071377,0.6635931,1.0000005,0.51000607,0.6453187,0.71180147,0.686034,0.74177194,0.6125227,0.6185125,0.68354607,0.7201914,0.7109913,0.637614,0.68837273,0.68956465,0.73868746,0.7547634,0.7414206,0.65351933,0.65351933,0.6785189,0.477174,0.72468203,0.75267583,0.5156635,0.5129608,0.75137836,0.7507122,0.68863964,0.62071353,0.6755666,0.7884863,0.6577743,0.6160729,0.582257,0.5240102,0.43884933,0.6219786,0.5774091,0.52141106,0.49876615,0.5442947,0.5790415,0.4540121,0.59423506,0.475224,0.5387367,0.5790361,0.6368161,0.5290243,0.509327,0.43095607,0.480479,0.41514373,0.38941324,0.36447284,0.5106267,0.55783695,0.49737167,0.495612,0.47430408,0.46669686,0.44372708,0.52193403,0.49715605,0.48572162,0.4788981,0.574282,0.48399156,0.49498323,0.6102109,0.48503545,0.46798196,0.5577708,0.45796752,0.52110696,0.4640093,0.5333858,0.54831725,0.54865366,0.5674793,0.4984026
0.5259657,0.5629909,0.5407338,0.5331248,0.40937367,0.5658331,0.37272155,0.49687344,0.3987715,0.5080111,0.5157648,0.4622392,0.43378758,0.51000607,1.0,0.6224786,0.4283228,0.5118275,0.5557168,0.457998,0.45823488,0.4838832,0.5071565,0.55071056,0.5349029,0.502198,0.63087267,0.51239485,0.49770966,0.5083411,0.4659797,0.4659797,0.55625725,0.48234245,0.5485864,0.49456984,0.34865376,0.34656367,0.4750103,0.5201119,0.49233615,0.51352286,0.45857957,0.5762496,0.488779,0.33698747,0.45989174,0.27964574,0.2681767,0.40297824,0.33189708,0.2974297,0.27853435,0.3589627,0.36469096,0.26198757,0.30993736,0.3113572,0.27678213,0.39879102,0.37566274,0.3251,0.29481915,0.32781413,0.24698837,0.22950181,0.20076698,0.25556353,0.2822995,0.33384573,0.24535795,0.35562566,0.281875,0.25738597,0.26364133,0.3388962,0.30513173,0.3305649,0.33075908,0.35796657,0.25494933,0.2606281,0.4285285,0.26813787,0.24944863,0.3095919,0.25601557,0.24397612,0.27551752,0.26840872,0.2935622,0.26602688,0.2947165,0.2551308
0.6069607,0.70813257,0.635582,0.6327959,0.4386811,0.64811873,0.4505737,0.7295692,0.4917226,0.6941807,0.64653504,0.5716152,0.6032899,0.6453187,0.6224786,0.9999999,0.52634007,0.63863015,0.69437385,0.5127682,0.6280221,0.6493164,0.6191351,0.7353143,0.5943864,0.6313,0.6791435,0.6267279,0.6399073,0.66916144,0.65704125,0.65704125,0.662163,0.43206596,0.7061378,0.6795206,0.36165583,0.35948277,0.6036324,0.72474647,0.5608406,0.5041952,0.5746429,0.64913785,0.65199035,0.46797487,0.4623444,0.39627492,0.41333893,0.54937506,0.5104126,0.46178582,0.38330096,0.500583,0.49240202,0.422248,0.5005446,0.4372483,0.44589475,0.50535995,0.5390716,0.41880274,0.4257299,0.43116516,0.4172088,0.3629572,0.34424692,0.398026,0.46841002,0.49573067,0.39972934,0.46028337,0.45863256,0.42578554,0.40789434,0.5036882,0.45294794,0.461994,0.46240354,0.50833124,0.4483903,0.42083254,0.5871902,0.42511436,0.4192898,0.49626336,0.367564,0.42068335,0.42481935,0.41457415,0.44301346,0.46646234,0.48342508,0.4087713
0.5185612,0.6200615,0.6119663,0.6008854,0.6358227,0.5948642,0.6369092,0.5455867,0.46486014,0.65912205,0.59624296,0.66143113,0.5034301,0.71180147,0.4283228,0.52634007,1.0,0.6509307,0.69228506,0.60115105,0.5892036,0.70140845,0.6315084,0.6450448,0.55408955,0.6048802,0.5967959,0.72707176,0.74071664,0.7806895,0.68084836,0.68084836,0.56618816,0.39325863,0.6668147,0.6760647,0.39749178,0.39900246,0.7520017,0.6223683,0.6473353,0.47945946,0.5937774,0.6696938,0.53761727,0.6237925,0.50313824,0.6163098,0.5930798,0.64621186,0.6560403,0.5928319,0.51421815,0.6238125,0.6115638,0.5331966,0.6358747,0.545383,0.6080754,0.5324473,0.66774917,0.5718157,0.5803265,0.634403,0.54221725,0.49027917,0.48712632,0.5009802,0.5940113,0.6536574,0.5554096,0.5917941,0.57528657,0.55375576,0.58516693,0.6338087,0.61539453,0.6150748,0.61505365,0.64839745,0.60793775,0.49169183,0.6272378,0.5236762,0.531597,0.57217765,0.542024,0.54787856,0.60313743,0.57426906,0.57544506,0.5774569,0.6365168,0.55490315
0.6314548,0.6466579,0.6954647,0.6848329,0.6034959,0.6662849,0.5921686,0.6542383,0.64359033,0.7117282,0.62825644,0.6518669,0.52104366,0.686034,0.5118275,0.63863015,0.6509307,1.0000002,0.7086715,0.6755088,0.6766961,0.6838219,0.71890897,0.64890206,0.7334964,0.48375058,0.629639,0.69778365,0.72516763,0.72160107,0.6770104,0.6770104,0.6669662,0.5278381,0.7006858,0.72731465,0.514258,0.51267946,0.68193597,0.65654147,0.6124403,0.6667151,0.62558115,0.65748966,0.5951064,0.5584051,0.54016405,0.5664817,0.47383645,0.5882343,0.5241068,0.49548662,0.5093321,0.50395525,0.51454,0.5035044,0.509021,0.5380011,0.56164944,0.56236863,0.5585225,0.5475113,0.49842528,0.4551233,0.5295192,0.4112523,0.43432996,0.43005276,0.5438191,0.57424533,0.5123403,0.49698064,0.4537924,0.48067588,0.49027976,0.4961713,0.46854025,0.517399,0.5170335,0.5417324,0.52417177,0.48884803,0.6170673,0.46084562,0.49320844,0.56436497,0.37339395,0.52955794,0.527629,0.50476,0.5128649,0.49108425,0.51605,0.4542235
0.6656904,0.66713935,0.6817941,0.68270487,0.57949734,0.7097453,0.5618916,0.71908003,0.51633537,0.73509705,0.6980454,0.70871276,0.5824526,0.74177194,0.5557168,0.69437385,0.69228506,0.7086715,1.0000001,0.640141,0.596175,0.66439706,0.69953376,0.7210363,0.6622588,0.719359,0.7899765,0.7374967,0.7445916,0.7588264,0.636023,0.636023,0.6937948,0.49026108,0.71411943,0.72560954,0.5255264,0.52469826,0.6916538,0.76522523,0.60217327,0.6092101,0.6733783,0.8184144,0.7017482,0.69067115,0.5438418,0.5508108,0.51721525,0.6321176,0.6332258,0.5564334,0.4948899,0.5764059,0.59295696,0.49728715,0.5713823,0.5401917,0.500739,0.5795136,0.614113,0.5256897,0.512316,0.5406908,0.5208716,0.49487293,0.40067545,0.46011364,0.5394746,0.6109892,0.5248154,0.5525289,0.5512419,0.5755815,0.5049068,0.5908893,0.56797916,0.5603543,0.5592341,0.6182975,0.5171872,0.48968115,0.65647995,0.51462543,0.481389,0.5625195,0.4460131,0.5488346,0.5145932,0.5633253,0.5510433,0.5940702,0.6054612,0.5264897
0.5989164,0.6238537,0.6549679,0.64796925,0.6598241,0.6678326,0.65448964,0.58842164,0.6989553,0.6190357,0.6000867,0.69745064,0.5505835,0.6125227,0.457998,0.5127682,0.60115105,0.6755088,0.640141,1.0,0.5703308,0.6634382,0.63174963,0.5864916,0.6916246,0.468805,0.57141745,0.59001076,0.6630569,0.66430944,0.5943474,0.5943474,0.6253034,0.62899345,0.69155467,0.63754433,0.4796773,0.48349252,0.62286127,0.6710401,0.5663747,0.7709801,0.5859524,0.63766795,0.5757828,0.6171112,0.5840734,0.51161814,0.4929568,0.5715674,0.5569762,0.5125059,0.4291313,0.53892213,0.6046068,0.52836734,0.5078957,0.49770534,0.6372368,0.50035983,0.49869663,0.49868992,0.43245235,0.5323017,0.5194294,0.40857095,0.5797661,0.45519477,0.5851048,0.52648187,0.46324992,0.5758961,0.49331194,0.50427747,0.48770526,0.50764865,0.48290572,0.51552135,0.51473767,0.5585756,0.5864833,0.5675558,0.549571,0.44757253,0.4520376,0.4696698,0.49184307,0.5081394,0.5507166,0.49565917,0.44353008,0.55224204,0.5522188,0.46038595
0.5477477,0.69807297,0.6267351,0.62640053,0.5001919,0.6142575,0.47036982,0.6223254,0.54828733,0.71115774,0.5728834,0.6233485,0.5256279,0.6185125,0.45823488,0.6280221,0.5892036,0.6766961,0.596175,0.5703308,0.9999997,0.7093046,0.68344504,0.61912066,0.63170964,0.47667515,0.5157762,0.5979117,0.64292365,0.663088,0.74232924,0.74232924,0.6845547,0.32207224,0.6151644,0.62561095,0.3163089,0.31435296,0.6458663,0.6143784,0.54915434,0.48622543,0.5193921,0.53650355,0.54824364,0.5671958,0.33936858,0.6008915,0.5730578,0.698301,0.6195419,0.6313658,0.60698605,0.6260206,0.618205,0.55420053,0.6355192,0.56714165,0.60254306,0.6281858,0.6132742,0.64903826,0.5785758,0.5594055,0.5835257,0.46113607,0.49701598,0.54599535,0.57146955,0.6747837,0.52890724,0.5653625,0.5613671,0.5610188,0.585374,0.6141424,0.5742848,0.6149133,0.6117411,0.6082894,0.5655244,0.56511205,0.6580406,0.59072316,0.6025898,0.6295119,0.5484459,0.56938875,0.5461989,0.51605403,0.5819931,0.5825193,0.60587835,0.551182
0.60360426,0.6969506,0.6664517,0.6528569,0.52061874,0.6427222,0.58529776,0.66469204,0.5776176,0.72588265,0.6757248,0.6785578,0.56560034,0.68354607,0.4838832,0.6493164,0.70140845,0.6838219,0.66439706,0.6634382,0.7093046,1.0000001,0.6584487,0.6957259,0.7045502,0.54427063,0.6826929,0.67369956,0.7679851,0.76830655,0.7789083,0.7789083,0.6964666,0.52507704,0.70418054,0.73564196,0.40086547,0.39904138,0.68831116,0.6741133,0.5903958,0.59918505,0.6185314,0.64438766,0.65942144,0.6488518,0.4948621,0.64523697,0.5933809,0.7318456,0.68784165,0.65608907,0.5749765,0.6710293,0.67065394,0.63371354,0.6369383,0.6475598,0.7151331,0.63293993,0.68470454,0.621607,0.59320384,0.59722745,0.60109085,0.5335201,0.6675253,0.6180736,0.72712964,0.68014103,0.64070433,0.65268904,0.61263067,0.6508349,0.64633745,0.6731774,0.640203,0.669256,0.6675787,0.66673994,0.70130473,0.62913805,0.71871746,0.6276514,0.62994677,0.5944504,0.5380468,0.6340501,0.65398437,0.5628199,0.62758,0.6703302,0.70141625,0.58247817
0.63022166,0.6624366,0.685482,0.6902497,0.5471107,0.6853575,0.54811656,0.6639376,0.56710714,0.70964336,0.6809332,0.6325216,0.5691298,0.7201914,0.5071565,0.6191351,0.6315084,0.71890897,0.69953376,0.63174963,0.68344504,0.6584487,0.99999976,0.6469859,0.6610299,0.52771765,0.6260177,0.63903433,0.73030424,0.70257866,0.70607597,0.70607597,0.66491115,0.49374637,0.67317516,0.6897285,0.47300637,0.47115275,0.66883874,0.6751124,0.5667222,0.6277985,0.62212896,0.6972139,0.5865472,0.59123325,0.48565644,0.6116453,0.5334056,0.66129595,0.5972049,0.565148,0.5513636,0.55505514,0.59937173,0.49915347,0.53252417,0.54399127,0.55914944,0.65242356,0.58955425,0.6012828,0.5341983,0.47634178,0.54639316,0.46070006,0.47639108,0.54612935,0.5220696,0.7212272,0.450563,0.5355087,0.51557755,0.5360725,0.5491268,0.5829416,0.56586546,0.60024655,0.5952428,0.58235174,0.5325816,0.46559134,0.63439715,0.5307157,0.53686607,0.59638244,0.412855,0.5045475,0.55259454,0.5217335,0.53661466,0.5639792,0.5548557,0.5075813
0.6449087,0.703818,0.665622,0.6619213,0.55749625,0.6611757,0.54726744,0.6822176,0.55847543,0.74601007,0.6636682,0.6255291,0.562111,0.7109913,0.55071056,0.7353143,0.6450448,0.64890206,0.7210363,0.5864916,0.61912066,0.6957259,0.6469859,0.9999999,0.65231925,0.60253817,0.6552689,0.72768736,0.7093939,0.7216458,0.7011434,0.7011434,0.7171972,0.42859337,0.6851334,0.75574696,0.41912,0.4186004,0.6826356,0.74812895,0.634899,0.5831209,0.56956583,0.6970606,0.66356343,0.55251896,0.44398338,0.56896454,0.50755316,0.6438524,0.6166249,0.54222906,0.46724465,0.58638895,0.57181937,0.5661799,0.55637854,0.53287905,0.542407,0.5516924,0.6481426,0.56490314,0.5274074,0.5140592,0.5131605,0.45712867,0.44711152,0.5337077,0.57836235,0.6047281,0.5543815,0.58589375,0.5414109,0.55481523,0.5299652,0.5690919,0.5560872,0.5665104,0.5642757,0.5846276,0.57169986,0.5317547,0.6648028,0.497293,0.489301,0.5662715,0.49521384,0.51486874,0.5316468,0.51890796,0.5548697,0.56308,0.6000383,0.5465117
